lei,institution_name,nmls_id,our_lender_slug,match_status,total_applications,total_originations,fl_originations,states_with_originations,priority_match
8I3UVGYULPJQIP7FQV10,,,,unmatched,13383,8702,2616,SC:2816;FL:2616;GA:1856;NC:928;TX:449;TN:30;PA:4;NJ:1,high
549300RPOGWJRH63HS39,,,,unmatched,20256,14564,2495,TX:3238;FL:2495;NC:2127;PA:1934;TN:1404;CA:942;GA:921;NJ:773,high
5493001WHVQBGRSWEU75,,,,unmatched,16610,11532,2433,CA:3155;FL:2433;NY:1590;TX:1135;NJ:989;GA:669;NC:461;TN:391,high
5493006VAGP3GQ8FJT49,,,,unmatched,24205,14724,2385,CA:3237;FL:2385;PA:1829;NC:1435;GA:1388;TX:1379;NJ:1139;TN:735,high
5493001GCBD5XGNIC815,,,,unmatched,46183,9437,2383,CA:3015;FL:2383;PA:1032;NC:962;NJ:811;TN:698;GA:536,high
DRMSV1Q0EKMEXLAU1P80,,,,unmatched,78889,44765,2297,NY:11000;PA:10441;MA:10235;NJ:7208;FL:2297;NC:931;GA:669;SC:603,high
6BYL5QZYBDK8S7L73M02,,,,unmatched,57421,28165,2279,CA:16135;FL:2279;TN:1844;TX:1599;NJ:1413;NY:1313;NC:1134;MA:876,high
984500U2F9A83N391A91,,,,unmatched,14050,8286,2262,FL:2262;CA:1367;TX:1262;NY:950;NJ:917;GA:409;PA:308;NC:293,high
549300XQVJ1XBNFA5536,,,,unmatched,85987,14961,2098,TX:6763;FL:2098;CA:1262;GA:1218;SC:1207;NC:810;TN:648;PA:443,high
54930049L5WINET09Q97,,,,unmatched,7517,4899,2049,FL:2049;TX:1245;NC:399;TN:377;GA:377;CA:203;SC:149;PA:67,high
549300MCIFZSDHUT8X63,,,,unmatched,9402,7243,2000,FL:2000;NC:1137;TX:1055;NJ:1051;GA:511;CA:416;PA:369;MA:248,high
549300KSOOZZVXCMA627,,,,unmatched,7499,4575,1936,FL:1936;CA:979;TX:491;GA:268;SC:250;NC:246;NJ:153;PA:147,high
IUGPUX5LWRZ3B6KIZ697,,,,unmatched,15436,10949,1846,GA:5627;SC:1857;FL:1846;NC:634;CA:484;TN:394;TX:58;DC:30,high
549300KJ8PAJ7E52HG32,,,,unmatched,7542,4461,1839,FL:1839;TX:1036;GA:407;CA:304;NC:298;PA:163;SC:149;TN:136,high
549300KIOYNU323LVJ37,,,,unmatched,14800,10525,1750,CA:3554;TX:1947;FL:1750;GA:1405;TN:854;SC:464;PA:282;NC:205,high
5493008NWHQT1R22C024,,,,unmatched,13237,7465,1724,FL:1724;CA:1554;TX:880;NY:827;GA:565;SC:484;NJ:425;TN:321,high
549300RN01LBYR8ZVX74,,,,unmatched,13627,8073,1721,TX:1752;FL:1721;SC:1492;NC:1047;GA:846;TN:332;CA:264;NJ:242,high
549300YIQ7S7Z8PIHE53,,,,unmatched,43094,11005,1667,FL:1667;CA:1635;NC:1353;GA:1343;TX:1068;PA:997;NJ:888;TN:839,high
549300O6Z0I6KYMESL47,,,,unmatched,15570,9475,1634,CA:4633;FL:1634;TX:1476;GA:546;NJ:281;PA:236;NC:208;MA:136,high
549300370QILXLFUWD20,,,,unmatched,10829,7678,1590,TX:1648;FL:1590;CA:1176;GA:1124;NC:1090;PA:394;SC:296;TN:142,high
549300J7I82PNDVU8H22,,,,unmatched,21093,11813,1580,CA:7327;FL:1580;TX:1270;GA:412;MA:335;PA:207;NC:201;TN:165,high
2549001SI0EMFPT39035,,,,unmatched,5718,3802,1568,FL:1568;CA:706;NJ:358;TX:357;GA:340;TN:128;NC:111;SC:99,high
549300Y5Y88FQLI7VE83,,,,unmatched,8938,5085,1549,FL:1549;CA:1010;TX:738;NC:355;GA:352;NJ:274;PA:231;TN:201,high
549300OPCWU6E72WUT29,,,,unmatched,18007,10459,1510,CA:1845;FL:1510;NC:1387;TX:1178;GA:1042;TN:821;NJ:713;SC:672,high
549300NOCASXPA34X033,,,,unmatched,38749,7907,1488,FL:1488;TX:1422;CA:1244;GA:829;NC:610;TN:495;NJ:495;PA:481,high
54930001NSTOD85LT125,,,,unmatched,13962,8944,1458,CA:1539;FL:1458;PA:1342;NJ:1110;TX:965;MA:816;GA:624;SC:396,high
549300RA3E0BUFO7YZ21,,,,unmatched,11393,5752,1457,FL:1457;CA:1424;TX:795;NY:714;NJ:302;GA:259;NC:179;PA:177,high
5493002Y5XYV7DV1ZV88,,,,unmatched,4366,2478,1346,FL:1346;TX:409;NC:308;PA:102;CA:81;GA:75;TN:55;SC:54,high
549300K4ZLGS7SRDTL86,,,,unmatched,14618,6291,1337,FL:1337;CA:1126;TX:988;GA:737;NC:500;TN:491;PA:425;SC:315,high
549300R77W0P105C3S50,,,,unmatched,8926,4897,1325,CA:1332;FL:1325;TX:930;GA:254;PA:201;NC:197;TN:196;NJ:183,high
5493004AS1SPBQOFDR49,,,,unmatched,10858,6459,1313,CA:2752;FL:1313;TX:1230;NJ:438;NC:195;TN:172;GA:157;SC:105,high
549300R9S3MVDV4MGF56,,,,unmatched,25341,6969,1296,FL:1296;CA:1022;GA:873;TX:848;NC:680;NY:576;TN:533;PA:441,high
5493009B17HXCVXTD608,,,,unmatched,5848,3874,1292,CA:1541;FL:1292;TX:353;NJ:208;GA:129;PA:106;MA:81;SC:78,high
549300JYXTZDSPJEPI44,,,,unmatched,13753,8093,1239,TX:1897;FL:1239;NY:1222;CA:1056;PA:866;NC:515;GA:456;SC:295,high
254900E6AIE4Z8YQM970,,,,unmatched,8001,4874,1222,CA:1470;FL:1222;TX:651;NY:357;NJ:278;GA:252;SC:197;NC:181,high
549300KBWX4NV5Q1E376,,,,unmatched,11231,7993,1211,NC:1829;SC:1514;PA:1502;FL:1211;TN:817;NJ:655;GA:287;NY:167,high
54930021WPEXNHYZUL09,,,,unmatched,9353,7029,1206,TX:1597;FL:1206;GA:1125;CA:1003;PA:597;NC:417;NY:290;SC:285,high
5493002B2WMHY23GFK92,,,,unmatched,7854,5550,1201,FL:1201;TX:938;NC:727;TN:529;SC:473;CA:440;GA:433;PA:422,high
549300VORTI31GZTJL53,,,,unmatched,10074,6676,1187,TX:2136;FL:1187;TN:697;NC:467;GA:453;PA:446;NY:375;SC:299,high
549300IFOE4SCP384147,,,,unmatched,1722,1383,1083,FL:1083;CA:67;NC:57;GA:47;TN:44;SC:43;PA:19;NY:7,high
COOWI3L2W9TPYR3WJX37,,,,unmatched,9280,5739,1045,TN:2513;FL:1045;TX:905;NC:690;GA:426;SC:108;NY:24;CA:12,high
54930054ET8KM4O1D485,,,,unmatched,28656,7934,1042,CA:1778;FL:1042;NC:865;TX:858;NJ:752;GA:704;PA:668;TN:408,high
549300XY701IELCE5Q08,,,,unmatched,24720,7581,1004,CA:1786;TX:1143;FL:1004;GA:685;NC:664;NJ:658;NY:445;PA:411,high
549300GCEP3NM7A1X491,,,,unmatched,4985,2779,991,NY:1749;FL:991;NJ:29;MA:9;NC:1,high
549300GS0W0TEUQS8571,,,,unmatched,9066,6730,990,CA:1957;FL:990;NY:947;TX:573;NJ:548;MA:449;GA:322;NC:301,high
549300FX7K8PTEQUU487,,,,unmatched,14628,5893,972,CA:1113;TX:1055;FL:972;GA:541;NC:517;NJ:449;PA:338;NY:281,high
549300VCMRO4ST680C11,,,,unmatched,16884,5496,935,TX:1052;FL:935;CA:770;GA:706;NC:705;SC:382;TN:349;NJ:259,high
549300ZIQ24V0C88AC41,,,,unmatched,2925,1603,933,FL:933;CA:430;TN:86;NC:59;GA:31;NJ:29;SC:27;PA:8,high
549300121SF0K2LN2804,,,,unmatched,18644,13646,931,TX:6358;SC:1561;NY:1278;CA:1208;FL:931;PA:746;GA:453;NC:393,high
Q708HHR4LD2B7XIZNO92,,,,unmatched,4374,2589,899,FL:899;GA:410;SC:336;NC:251;TX:177;NJ:117;CA:115;PA:100,high
25490066WMF8ZMQXQB18,,,,unmatched,8267,5687,885,CA:1076;TX:945;FL:885;PA:647;GA:617;NJ:614;NC:534;TN:369,high
549300GTVXJ2PGXNLM73,,,,unmatched,5670,4310,869,TX:1195;FL:869;NC:762;SC:592;PA:254;MA:228;GA:187;TN:151,high
549300F8C5JA44WNMI75,,,,unmatched,9313,5758,856,NJ:1899;FL:856;NY:768;MA:739;PA:397;TX:278;GA:227;NC:201,high
5493000YNV8IX4VD3X12,,,,unmatched,65476,11476,844,NC:2515;SC:2449;TX:2045;GA:1956;TN:1509;FL:844;PA:96;CA:59,high
549300GRGZDEH4ZGQS06,,,,unmatched,2304,1583,832,FL:832;TX:430;TN:55;SC:53;NC:53;PA:42;MA:40;CA:32,high
C5654JQHZUHN0772B561,,,,unmatched,12209,5099,825,TX:1101;FL:825;NC:681;GA:562;TN:407;PA:348;SC:332;CA:318,high
549300YN94MOAVYW0F52,,,,unmatched,10033,4562,819,CA:1030;FL:819;TX:667;GA:475;NC:468;TN:352;PA:325;SC:213,high
549300SUCQ1358EGVE89,,,,unmatched,19807,3363,805,FL:805;NC:548;GA:542;PA:367;SC:330;TN:325;CA:266;NJ:149,high
5493001GDRY0EL7VG372,,,,unmatched,10559,7982,795,TX:4151;FL:795;CA:751;SC:545;TN:524;GA:387;PA:380;NC:193,high
GDN5JXQ4P5NZE28ZRC90,,,,unmatched,1714,1133,788,FL:788;GA:292;NY:14;NC:11;SC:9;TN:5;CA:5;TX:3,high
549300S5YL3OH0IVCS62,,,,unmatched,8045,5506,786,CA:2527;FL:786;TX:524;NY:368;NJ:280;NC:254;GA:195;SC:153,high
549300CB67L6KPJLHE19,,,,unmatched,33927,6668,774,TX:2321;CA:1644;FL:774;PA:553;SC:363;NY:296;GA:248;NC:216,high
X05BVSK68TQ7YTOSNR22,,,,unmatched,38541,5000,771,CA:813;FL:771;TX:649;NY:467;GA:466;NJ:451;PA:392;NC:313,high
549300EMNDEK4BA8WB53,,,,unmatched,4773,3704,742,FL:742;PA:717;NJ:658;MA:523;GA:375;NC:314;SC:195;NY:78,high
549300NT030LXB2A8T82,,,,unmatched,1080,811,742,FL:742;NJ:28;TX:18;GA:11;NC:5;PA:4;DC:2;CA:1,high
SS1TRMSN6BRNMOREEV51,,,,unmatched,8696,4219,737,TX:943;CA:934;FL:737;NY:367;GA:351;NJ:204;PA:181;SC:171,high
5493009BD405QQTMXO12,,,,unmatched,5482,3145,715,FL:715;TX:681;GA:355;SC:304;NJ:263;PA:256;NC:249;CA:168,high
2549007JZSAICH4GZJ60,,,,unmatched,1445,1079,711,FL:711;CA:358;TX:4;SC:3;NJ:1;TN:1;GA:1,high
549300323EON4W3CCM44,,,,unmatched,4589,3038,702,CA:1108;FL:702;TX:527;SC:161;NC:158;GA:109;NJ:109;TN:83,high
549300R7HGHP2I754087,,,,unmatched,4168,3175,695,TX:784;FL:695;GA:640;SC:350;NC:279;PA:180;TN:143;CA:72,high
549300T9P3WXNMXX0I34,,,,unmatched,5073,3559,693,PA:1110;NC:765;FL:693;TN:333;TX:224;NY:108;GA:97;SC:96,high
549300RFLICNI75BG067,,,,unmatched,4584,3019,686,NJ:1069;FL:686;TX:244;SC:240;NY:198;GA:170;PA:111;TN:98,high
549300T94GSH3C4U5M59,,,,unmatched,7675,4160,679,CA:1937;FL:679;GA:331;NJ:280;PA:208;TX:189;NC:173;TN:117,high
549300EKFFG3BU8DNX74,,,,unmatched,7022,3829,672,CA:1752;FL:672;TX:565;GA:182;NJ:179;PA:142;NC:118;SC:101,high
549300HRLROF7PLJ6735,,,,unmatched,3638,2221,661,CA:898;FL:661;TX:286;GA:157;TN:59;PA:43;NJ:37;NC:32,high
549300SK2GVCQXPD4S58,,,,unmatched,9088,4865,658,CA:1697;TX:1058;FL:658;GA:358;NC:246;TN:239;NJ:169;SC:145,high
549300XQ7B5FIVUNFE29,,,,unmatched,1732,1108,652,FL:652;TN:202;NC:112;TX:54;GA:41;CA:28;SC:12;PA:3,high
2549005K0ZG1MFV3R260,,,,unmatched,1648,865,644,FL:644;TX:61;CA:44;NJ:38;GA:33;NC:11;SC:9;NY:8,high
2549004Z576VEJBK3N72,,,,unmatched,3299,2032,640,FL:640;CA:361;NY:343;NJ:236;TX:128;GA:98;PA:63;MA:60,high
54930043BMDE130FJ617,,,,unmatched,10189,6449,632,TX:1706;CA:1208;PA:892;NC:669;FL:632;GA:602;NJ:423;TN:179,high
213800QUAI2VH5YM6310,,,,unmatched,2789,2116,627,FL:627;NJ:599;NY:269;MA:257;PA:149;TN:68;DC:54;NC:31,high
254900O2K17TNH5CL873,,,,unmatched,4918,3857,624,TX:900;NJ:692;FL:624;PA:592;MA:433;NC:248;CA:177;GA:63,high
549300ZPSJZO10ZAX556,,,,unmatched,5638,2702,621,FL:621;TX:462;CA:274;NY:256;NC:214;GA:174;PA:172;SC:160,high
254900HA4DQWAE0W3342,,,,unmatched,8606,5158,619,TX:1692;GA:705;FL:619;CA:540;PA:524;TN:311;NJ:300;NC:253,high
549300QD5CQZ9PPP5B09,,,,unmatched,2235,1160,606,FL:606;CA:553;NJ:1,high
549300EM8ID8J7F8OM55,,,,unmatched,3994,3292,603,SC:1380;NC:691;FL:603;GA:452;DC:86;PA:46;MA:17;CA:5,high
254900DRSIZBQXDCJ875,,,,unmatched,2039,2039,590,FL:590;CA:463;TX:382;GA:205;NC:175;TN:85;PA:70;NJ:21,high
54930052M48FOD3CWA54,,,,unmatched,4245,2938,582,FL:582;NC:479;TX:475;CA:363;TN:283;PA:272;SC:184;MA:132,high
549300BEFX6JRSCS5N78,,,,unmatched,2875,1499,582,TX:904;FL:582;GA:5;NC:3;TN:3;MA:1;NJ:1,high
549300R0SXC1JU7ZU290,,,,unmatched,6654,5039,575,TN:2461;FL:575;GA:520;PA:402;NC:350;TX:228;MA:227;CA:126,high
E57ODZWZ7FF32TWEFA76,,,,unmatched,25870,12299,565,CA:5786;NY:3687;NJ:707;FL:565;TX:506;DC:281;MA:212;PA:148,high
NSGZD26XPW2CUM2JKU70,,,,unmatched,1296,767,538,FL:538;TX:209;GA:6;TN:5;NC:5;SC:2;PA:1;NJ:1,high
549300UXY7OP0IC38293,,,,unmatched,3696,2163,524,FL:524;MA:288;GA:219;TN:219;CA:205;NC:176;NJ:165;SC:133,high
5493000NYUJT9UC6G261,,,,unmatched,2176,1428,521,FL:521;CA:395;GA:191;TX:174;TN:92;PA:29;NC:12;SC:9,high
KI0VI4JRMCIJ329YTN75,,,,unmatched,4375,2902,507,NJ:1659;NY:656;FL:507;PA:40;CA:10;SC:9;NC:9;MA:5,high
549300UR5AOWTJJ7KZ64,,,,unmatched,3005,1961,505,FL:505;CA:468;TX:301;GA:129;MA:119;SC:118;NC:104;TN:66,high
549300TA4MQM8WN2XG31,,,,unmatched,5866,3089,504,FL:504;PA:494;NJ:395;CA:388;TX:381;NY:356;GA:185;NC:131,high
5493005PKOSG7MYX0B34,,,,unmatched,11586,8246,491,PA:2325;NC:1281;NJ:1060;GA:1024;CA:626;TX:551;FL:491;NY:237,high
549300INFJ8TYNZ1G568,,,,unmatched,4073,3775,485,CA:1748;FL:485;TX:359;NY:192;NJ:178;NC:172;MA:168;GA:146,high
PAOOWF3GUFM46FBSP561,,,,unmatched,10868,3703,485,CA:800;TX:669;FL:485;GA:309;NC:262;TN:247;NJ:236;MA:228,high
549300CLRXFVF83ZL806,,,,unmatched,5117,3511,463,NY:2070;NJ:486;FL:463;PA:182;NC:102;TX:57;GA:56;SC:37,high
54930030Z1JWTP3SVD16,,,,unmatched,2648,1470,458,FL:458;GA:334;NC:169;TN:155;PA:126;SC:82;CA:73;MA:60,high
5493000349C5XXDRQX28,,,,unmatched,3827,2072,451,CA:928;FL:451;TX:246;NY:139;PA:80;NJ:73;GA:53;TN:32,high
254900M2C4Q6DATP2889,,,,unmatched,7271,2397,448,CA:510;FL:448;NC:357;GA:286;PA:224;TN:199;NJ:191;SC:154,high
549300DE8TS4EYTPX729,,,,unmatched,4528,3359,445,NJ:1545;PA:992;FL:445;TX:171;MA:141;SC:30;GA:15;NC:15,high
254900TG14TB8RKS3U42,,,,unmatched,3534,1719,435,FL:435;PA:345;TX:260;CA:165;NC:159;GA:127;TN:83;NJ:75,high
254900RUCO27MVGTO768,,,,unmatched,12102,5350,432,NY:1687;NJ:1215;PA:540;FL:432;GA:317;TX:281;NC:251;CA:195,high
549300VMX06UV1F7NS76,,,,unmatched,2637,1944,429,FL:429;PA:390;GA:343;TX:255;TN:237;NC:159;NJ:92;CA:20,high
549300VYK2WBD7SST478,,,,unmatched,3085,1606,429,GA:707;FL:429;NC:284;TX:160;TN:15;SC:8;PA:1;NJ:1,high
5493003V40VGM7YDFM54,,,,unmatched,5399,3158,427,CA:772;NJ:570;FL:427;PA:374;TX:278;GA:253;TN:189;MA:130,high
549300PQLK8E48ILXV41,,,,unmatched,3679,1965,421,CA:533;FL:421;TX:213;GA:156;NC:154;NJ:135;PA:115;TN:96,high
549300PL267CW8182203,,,,unmatched,6373,2311,416,TX:477;FL:416;GA:412;CA:409;NC:157;TN:157;SC:100;PA:96,high
5493001XKL0FTNOJ0866,,,,unmatched,2355,1526,414,FL:414;TX:386;GA:260;CA:114;NJ:97;SC:85;MA:64;TN:45,high
549300BX448ALT10FI43,,,,unmatched,8964,3641,397,NY:620;NJ:552;NC:413;FL:397;PA:379;GA:356;CA:265;TN:199,high
549300MHH03ICJYEPE85,,,,unmatched,4763,2979,396,CA:1040;FL:396;TX:315;NY:235;MA:191;TN:179;NC:147;NJ:138,high
549300Q50XCC0473FG63,,,,unmatched,6257,3051,389,CA:1243;NY:460;FL:389;NJ:308;NC:137;TN:136;GA:121;MA:98,high
549300A5HHOL2ED18C72,,,,unmatched,4764,2297,389,CA:1372;FL:389;TX:211;NC:58;GA:52;PA:51;NJ:44;SC:43,high
2549002VH9C0PKB8K153,,,,unmatched,4700,2606,388,CA:933;NY:575;FL:388;NJ:317;TX:139;PA:69;MA:49;GA:47,high
213800XR2TCBQJSF1X93,,,,unmatched,5098,2820,383,TX:518;FL:383;NC:354;CA:313;GA:257;PA:203;NJ:179;SC:177,high
549300PBTV7FCWLSMM53,,,,unmatched,5069,3284,380,TX:1363;GA:446;NC:404;FL:380;CA:260;SC:190;TN:148;PA:64,high
54930048P8RWCQHQM310,,,,unmatched,3885,2188,380,CA:504;NY:503;FL:380;TX:240;NJ:231;MA:110;PA:83;NC:39,high
5493003BXKRGHQHRJV38,,,,unmatched,1089,620,375,FL:375;GA:200;NC:14;MA:11;TX:5;TN:4;NY:3;CA:2,high
5493001X0T84TYRJ5Y59,,,,unmatched,2795,1743,372,CA:1029;FL:372;TX:130;GA:83;NC:36;TN:27;PA:23;SC:18,high
254900HEJ9F73IMPX887,,,,unmatched,5221,1978,364,TX:453;FL:364;CA:232;NC:211;GA:210;NJ:181;PA:135;TN:95,high
549300GE8KIGZVQV1223,,,,unmatched,1252,1004,363,MA:431;FL:363;SC:113;PA:61;NC:23;GA:5;TX:3;NJ:2,high
549300KTR1JGH3K6LU06,,,,unmatched,14586,6031,358,NY:4085;CA:552;FL:358;NJ:336;GA:195;NC:136;PA:113;SC:89,high
254900CTT87ZKAUTIJ37,,,,unmatched,3750,2258,354,PA:577;TX:373;FL:354;CA:261;GA:217;NC:185;TN:154;SC:72,high
UPMVBH3EU3LS6P1KR697,,,,unmatched,660,356,351,FL:351;NJ:3;NY:1;GA:1,high
549300EQED7LF41GHV46,,,,unmatched,558,355,344,FL:344;TX:2;TN:2;GA:2;NC:2;PA:1;MA:1;NJ:1,high
5493004N9PMBSLEZOF16,,,,unmatched,3388,2406,343,TX:820;CA:686;FL:343;NJ:331;SC:150;GA:73;PA:3,high
WWB2V0FCW3A0EE3ZJN75,,,,unmatched,24867,14477,342,NY:7073;PA:3099;MA:1690;NJ:1501;FL:342;DC:172;CA:139;TX:134,high
254900TTZ395IC926125,,,,unmatched,6086,4217,341,CA:2290;TX:605;FL:341;MA:268;TN:243;PA:156;GA:120;NC:72,high
549300D4ZYLSQ5LMTV35,,,,unmatched,3991,2731,338,NJ:1569;PA:399;FL:338;NY:298;SC:49;TN:30;NC:21;GA:16,high
549300DMYENRV818D594,,,,unmatched,4895,3637,329,TX:1607;GA:638;TN:631;FL:329;PA:299;NC:54;DC:50;SC:21,high
549300GWD9H4FQ2VR805,,,,unmatched,2798,2069,316,CA:552;FL:316;NY:308;TX:200;NJ:139;MA:124;NC:111;TN:86,high
254900BMXWPEHXG4LF21,,,,unmatched,1186,801,302,CA:361;FL:302;TX:72;PA:25;GA:12;NJ:12;TN:6;SC:6,high
ZXMJHJK466PBZTM5F379,,,,unmatched,1278,1048,298,FL:298;TX:142;CA:122;NC:99;NY:75;TN:69;GA:58;SC:54,high
984500D61DCEC4E2B661,,,,unmatched,504,356,297,FL:297;NC:13;GA:13;MA:12;TX:10;NJ:4;SC:3;TN:2,high
549300VQUTI5IU7GXT57,,,,unmatched,3752,2100,286,TX:1288;FL:286;GA:253;CA:127;TN:43;NC:33;SC:32;PA:21,high
3Y4U8VZURTYWI1W2K376,,,,unmatched,10754,4278,285,CA:3818;FL:285;TX:35;NY:26;TN:25;SC:18;NC:17;NJ:16,high
254900QNIR86GUIRYH95,,,,unmatched,5344,2744,284,CA:1861;TX:290;FL:284;NC:89;GA:80;NJ:36;PA:29;TN:26,high
5493004RLLKTQS8K7U51,,,,unmatched,2746,1428,282,TX:639;FL:282;NC:127;NY:78;CA:78;NJ:51;MA:42;SC:42,high
54930091JQKCU3Z6IP44,,,,unmatched,14557,1402,276,GA:284;FL:276;TX:151;NC:128;NY:123;PA:118;TN:101;NJ:100,high
549300NWBS6MQJX15N44,,,,unmatched,5032,3672,275,CA:1262;TX:1171;GA:488;FL:275;PA:169;TN:103;NC:91;MA:47,high
549300ALNLUNS3Y53T24,,,,unmatched,11375,1905,274,GA:491;TX:304;FL:274;NC:168;CA:163;PA:147;TN:111;SC:84,high
